일시,평균기온
2023-01-01,0.0
2023-01-02,-1.5999999449756612
2023-01-03,-1.8982800961467772
2023-01-04,4.0256369252691115
2023-01-05,6.093112798529614
2023-01-06,-6.169810526189054
2023-01-07,2.9913151438485226
2023-01-08,1.0903084529701972
2023-01-09,2.053483597115216
2023-01-10,1.7777366914249253
2023-01-11,-2.204005305736215
2023-01-12,-2.610071284316579
2023-01-13,-1.7710348980211617
2023-01-14,-0.9479437906493877
2023-01-15,-4.260211456869602
2023-01-16,-3.7371704614366275
2023-01-17,-4.361304180153102
2023-01-18,-1.8367611799443782
2023-01-19,1.5980685442222127
2023-01-20,-1.588949996356562
2023-01-21,-5.802855002856587
2023-01-22,-7.962835575793109
2023-01-23,-11.001210970242767
2023-01-24,-10.097445799148325
2023-01-25,-6.036862112630076
2023-01-26,-7.243187688948398
2023-01-27,-10.064552723742985
2023-01-28,-10.01558418824593
2023-01-29,-7.129891235093702
2023-01-30,-1.4268097212269852
2023-01-31,-0.2737692509002563
2023-02-01,-1.9163297357816693
2023-02-02,-0.8819253633108826
2023-02-03,-0.9384980405360752
2023-02-04,-2.8623382075136563
2023-02-05,0.036800446110839324
2023-02-06,4.2972234619549905
2023-02-07,5.767889414161534
2023-02-08,5.749566047424905
2023-02-09,0.6526823283071268
2023-02-10,-3.108003108623729
2023-02-11,-2.276773241278079
2023-02-12,-3.258585019033385
2023-02-13,1.1414651106740283
2023-02-14,-1.2234218227838953
2023-02-15,-0.7958168264564989
2023-02-16,-0.2623995577086078
2023-02-17,1.5992560763655548
2023-02-18,-1.5562037170225502
2023-02-19,3.5059971903990848
2023-02-20,2.2744316468134462
2023-02-21,-0.07756591577717398
2023-02-22,0.6973530235853069
2023-02-23,2.2985067124601937
2023-02-24,3.202152728358523
2023-02-25,4.1621237031346245
2023-02-26,1.5809797243350774
2023-02-27,2.1837921824395696
2023-02-28,3.7621615613604176
2023-03-01,4.508251146150798
2023-03-02,5.517840349796795
2023-03-03,4.886088905934441
2023-03-04,2.363583117066604
2023-03-05,5.223398001066022
2023-03-06,5.784686841088641
2023-03-07,7.376582396968059
2023-03-08,9.003597780696282
2023-03-09,9.526027980561045
2023-03-10,10.456421614941359
2023-03-11,8.355350262750328
2023-03-12,8.14831512139955
2023-03-13,-0.9946271764865351
2023-03-14,3.338032252473854
2023-03-15,4.740654371588644
2023-03-16,6.791191852273876
2023-03-17,6.532350613817242
2023-03-18,8.160506761320654
2023-03-19,10.120972685820634
2023-03-20,8.069705557091057
2023-03-21,5.893564176102582
2023-03-22,6.30081810265654
2023-03-23,8.384547795699266
2023-03-24,5.6409833378074135
2023-03-25,6.271938125125146
2023-03-26,5.519764769454831
2023-03-27,13.753241087161472
2023-03-28,8.52469267478979
2023-03-29,6.255014256248957
2023-03-30,4.257220267802808
2023-03-31,5.994382974561064
2023-04-01,7.642628051544694
2023-04-02,7.178819419143757
2023-04-03,5.87319256610235
2023-04-04,9.011637407243263
2023-04-05,4.897719498265259
2023-04-06,8.168948047562447
2023-04-07,11.08971269992313
2023-04-08,9.719605745736498
2023-04-09,13.23614419067737
2023-04-10,9.202170232645056
2023-04-11,9.961706817677737
2023-04-12,9.81974361501067
2023-04-13,7.876398985399023
2023-04-14,9.280637063402201
2023-04-15,10.593372842432572
2023-04-16,11.19386632111274
2023-04-17,9.708707200387312
2023-04-18,12.829002558300342
2023-04-19,13.53256987848714
2023-04-20,15.040687675898095
2023-04-21,15.48738871694566
2023-04-22,13.305753359962743
2023-04-23,13.437338857483663
2023-04-24,13.341003212171787
2023-04-25,14.003243301358632
2023-04-26,21.04926806189392
2023-04-27,16.196261702148334
2023-04-28,14.39431020850612
2023-04-29,14.71702920579384
2023-04-30,15.411071599823744
2023-05-01,15.22075919288566
2023-05-02,13.305086710179623
2023-05-03,15.334197361415
2023-05-04,15.437497863317653
2023-05-05,15.644721718980932
2023-05-06,16.178240601454053
2023-05-07,14.41169700462891
2023-05-08,15.429856026760879
2023-05-09,15.872379342286001
2023-05-10,16.4960269917984
2023-05-11,16.468958903191194
2023-05-12,15.195718234305536
2023-05-13,16.075862594521514
2023-05-14,16.644665507014995
2023-05-15,17.859646449541295
2023-05-16,20.09919093422957
2023-05-17,21.701852663528047
2023-05-18,19.01539458966505
2023-05-19,18.20470805259923
2023-05-20,16.534305723064218
2023-05-21,18.66406413944749
2023-05-22,16.960170416322864
